67.21,32.79,0.7131,0.6311,0.6591,0.3689,0.685,0.3454,0.3443
61.48,38.52,0.3934,0.8361,0.7059,0.1639,0.5053,0.2559,0.2295
60.66,39.34,0.5164,0.6967,0.63,0.3033,0.5676,0.2167,0.2131
55.74,44.26,0.3852,0.7295,0.5875,0.2705,0.4653,0.1222,0.1148
59.84,40.16,0.582,0.6148,0.6017,0.3852,0.5917,0.1968,0.1967
56.56,43.44,0.5,0.6311,0.5755,0.3689,0.5351,0.1323,0.1311
62.7,37.3,0.7459,0.5082,0.6026,0.4918,0.6667,0.2616,0.2541
60.25,39.75,0.5164,0.6885,0.6238,0.3115,0.565,0.208,0.2049
69.67,30.33,0.5574,0.8361,0.7727,0.1639,0.6476,0.4097,0.3934
63.11,36.89,0.6639,0.5984,0.6231,0.4016,0.6429,0.2629,0.2623
66.8,33.2,0.4836,0.8525,0.7662,0.1475,0.593,0.3616,0.3361
60.66,39.34,0.5164,0.6967,0.63,0.3033,0.5676,0.2167,0.2131
62.3,37.7,0.6967,0.5492,0.6071,0.4508,0.6489,0.2486,0.2459
62.7,37.3,0.5246,0.7295,0.6598,0.2705,0.5845,0.2596,0.2541
66.39,33.61,0.6721,0.6557,0.6613,0.3443,0.6667,0.3279,0.3279
61.48,38.52,0.582,0.6475,0.6228,0.3525,0.6017,0.23,0.2295
53.28,46.72,1,0.06557,0.5169,0.9344,0.6816,0.1841,0.06557
60.25,39.75,0.7787,0.4262,0.5758,0.5738,0.662,0.219,0.2049
61.89,38.11,0.6967,0.541,0.6028,0.459,0.6464,0.2406,0.2377
62.3,37.7,0.8115,0.4344,0.5893,0.5656,0.6828,0.2655,0.2459
59.02,40.98,0.2951,0.8852,0.72,0.1148,0.4186,0.2234,0.1803
62.7,37.3,0.5656,0.6885,0.6449,0.3115,0.6026,0.256,0.2541
60.66,39.34,0.7295,0.4836,0.5855,0.5164,0.6496,0.2199,0.2131
68.85,31.15,0.6639,0.7131,0.6983,0.2869,0.6807,0.3775,0.377
60.25,39.75,0.8033,0.4016,0.5731,0.5984,0.6689,0.2238,0.2049
51.64,48.36,0.2131,0.8197,0.5417,0.1803,0.3059,0.04124,0.03279
62.3,37.7,0.5656,0.6803,0.6389,0.3197,0.6,0.2475,0.2459
61.48,38.52,0.582,0.6475,0.6228,0.3525,0.6017,0.23,0.2295
64.34,35.66,0.6393,0.6475,0.6446,0.3525,0.642,0.2869,0.2869
63.11,36.89,0.7541,0.5082,0.6053,0.4918,0.6715,0.2706,0.2623
60.66,39.34,0.4754,0.7377,0.6444,0.2623,0.5472,0.2208,0.2131
61.48,38.52,0.541,0.6885,0.6346,0.3115,0.5841,0.232,0.2295
60.66,39.34,0.8033,0.4098,0.5765,0.5902,0.6712,0.2318,0.2131
