alg1,alg2,alg3,alg4,alg5,alg6,alg7,measures
0,0.9980038377944496,0,1.9920309002247085,58.662143162472724,0,6.0129711020934,1
0,0.9980038377944496,0,0.9980038379442309,24.409439588408272,0,7.931828401190525,2
0,0.9980038377944496,0,0.9980038377945588,57.740193026136204,0,121.20988636395785,3
0,0.9980038377944496,0,1.9920309002311596,24.21556182838498,0,7.879279146873337,4
0,0.9980038377944496,0,0.9980038379357227,302.8966971594144,0,20.716488699606902,5
0,0.9980038377944496,0,0.9980038379057548,84.1724212552166,0,1.043265480990753,6
0,0.9980038377944496,0,3.9682501061492492,5.5153457717409635,0,1.010460017930266,7
0,0.9980038377944496,0,4.950491252610757,26.27503503114676,0,2.02638932350715,8
0,0.9980038377944496,0,1.4051488835862362,2.238770122968789,0,4.955447271770518,9
0,0.9980038377944496,0,1.647448581777443,275.0084926590902,0,21.29782934931741,10
0,0.9980038377944496,0,0.9980038380958717,415.0962353027416,0,23.624673399798866,11
0,0.9980038377944496,0,3.96825010556876,47.6994385032058,0,7.650337052603656,12
0,0.9980038377944496,0,1.9920309002207865,281.80620542602423,0,2.982158311351524,13
0,0.9980038377944496,0,0.9980038380112312,1.0494384924034026,0,13.675954763692152,14
0,0.9980038377944496,0,0.9980038377944516,20.686384521877702,0,1.9923440502094083,15
0,0.9980038377944496,0,3.968250105739212,39.441834193553696,0,3.522920453904774,16
0,0.9980038377944496,0,0.9980038381869129,15.022800585216991,0,4.167498945744289,17
0,0.9980038377944496,0,0.9980038383423376,32.52066759326666,0,1.0091643497493645,18
0,0.9980038377944496,0,1.992030900227951,9.945313255222235,0,3.091808117312494,19
0,0.9980038377944496,0,2.9821051568188826,435.1107589861496,0,15.49092670362589,20
0,0.9980038377944496,0,0.9980038379864115,48.21460947670823,0,7.775821160677016,21
0,0.9980038377944496,0,0.9980038380165629,11.340036580982188,0,11.770880011262372,22
0,0.9980038377944496,0,1.9920309003144994,3.015878234413774,0,5.716999449973618,23
0,0.9980038377944496,0,0.9980038378554583,86.70981958262803,0,6.797824171907493,24
0,0.9980038377944496,0,0.9980038378351218,11.49403503114707,0,8.426483425485337,25
0,0.9980038377944496,0,0.9980038382091145,34.990305955817,0,17.69735865473611,26
0,0.9980038377944496,0,0.9980038378041516,14.82524246082319,0,33.93272433840797,27
0,0.9980038377944496,0,0.9980038380803187,10.426154092045387,0,4.223391518609163,28
0,0.9980038377944496,0,0.9980038378461519,4.217335916873926,0,15.82154064187172,29
0,0.9980038377944496,0,0.9980038385816258,45.74833586468993,0,16.449512356282987,30
