alg1,alg2,alg3,alg4,alg5,alg6,alg7,measures
0,1.5568689161486748e-20,0,0.04665510883790567,21393365.791199822,0,62.165705239253114,1
0,2.748678236990046e-20,0,0.4763180540642614,6315707.19090431,0,16.09971249012632,2
0,3.987556272752363e-21,0,0.6370601979295183,114751907.07565981,0,776516.9000615049,3
0,5.540152692799695e-21,0,0.12628888963411047,106491489.45049164,0,445157.5242678184,4
0,8.577433406991878e-21,0,0.11370938432871044,49775329.1069638,0,2.3994898713648425,5
0,1.3679732504022786e-20,0,0.15069224697269523,17733397.9961016,0,880818.57279181,6
0,4.490020478113421e-21,0,0.041584833119036727,68809673.15647346,0,6276.912487122913,7
0,3.602797832421956e-21,0,0.15432263886029216,17164107.594828844,0,1725501.3318951859,8
0,3.053348027232305e-21,0,0.09664195414773273,100664722.73387298,0,103751.30243318823,9
0,7.597464082220885e-21,0,0.20801273333535264,52248693.75690051,0,80.9442679036484,10
0,3.9131636032724284e-20,0,0.09999596077618939,75820349.66833664,0,19.726005798303817,11
0,1.731243688553552e-20,0,0.5309152940947255,75454254.46590213,0,23222.187867356963,12
0,2.4200199843929155e-21,0,0.10035827333239555,40521866.80791422,0,5130706.493197305,13
0,5.892826688216138e-21,0,0.14200305275111047,83775150.37342925,0,25.86031305675885,14
0,1.7716322149223414e-20,0,0.013994765577596465,88075826.7137134,0,3809908.2185964785,15
0,4.9222864906544526e-21,0,0.17908933225682916,39477114.838245936,0,654627.9013022379,16
0,8.158239047419898e-21,0,0.05685604707984188,6931580.78178752,0,3664401.3575940635,17
0,1.7338951781940484e-21,0,0.13645402407132812,12168179.22891035,0,530564.3506015666,18
0,7.201588697349197e-21,0,0.10506325514965031,135288437.45651248,0,424182.8243287611,19
0,1.6962802868004852e-20,0,0.0360964580345506,83771079.37607174,0,5513434.550250343,20
0,7.221290115011484e-21,0,0.08260103159668629,91545065.26981185,0,423876.58625435963,21
0,6.882456926444319e-21,0,0.022799850663561848,63878602.1009347,0,28.07682396825117,22
0,7.033592718280887e-21,0,0.07726736657911802,4556001.846519177,0,3880921.305683544,23
0,3.468662930827718e-20,0,0.06946618199735655,50030339.664785944,0,136920.6887504542,24
0,2.9927835707830786e-21,0,0.04139890313413029,81501843.42365165,0,23131.02841707128,25
0,1.6259355290873528e-21,0,0.05381901475785862,67179222.63816866,0,1172.3737828661249,26
0,2.191010828451763e-21,0,0.1457572285563705,44440669.914754495,0,6.624768398789756,27
0,1.0020995553242862e-20,0,0.027777336345896117,111379875.32861033,0,13.515058416021326,28
0,7.094036663829984e-21,0,0.3144732917526968,32144680.135355435,0,1752.774416550231,29
0,7.468057192386469e-21,0,0.050118571483829845,6427800.147063811,0,2767548.24726534,30
