alg1,alg2,alg3,alg4,alg5,alg6,alg7,measures
0,1.0679801845666498e-20,0,7.562715662152922e-197,11863.61596665005,0,1819.8962543070436,1
0,9.01963930418449e-20,0,6.081626446602747e-203,11423.904302557308,0,2097.7951307137946,2
0,8.100732354694556e-20,0,1.7900346288560688e-203,13290.03869021371,0,2470.9215852576954,3
0,1.5771103689933983e-20,0,1.1097282630985305e-200,12675.259860817743,0,164.26947843321994,4
0,8.738634866895257e-20,0,5.5619683508473136e-198,17369.684301282054,0,5049.281476984931,5
0,3.2734842842739964e-20,0,4.556930599777294e-200,16780.583447536825,0,1457.251345355842,6
0,3.487400880927158e-20,0,9.833334396355234e-202,13695.554741546985,0,2387.526891226754,7
0,1.6094473816756973e-20,0,5.1356371958902055e-199,12884.733779635493,0,1241.3821630464217,8
0,1.3880146991417187e-19,0,1.4181625915079125e-199,17526.57522128909,0,1416.2349338733688,9
0,4.7767831092007116e-20,0,2.7240610616029414e-200,17255.352918207787,0,4364.308747463889,10
0,3.199955461362062e-19,0,4.749386728078832e-201,18543.018424964383,0,840.0539588187339,11
0,2.6429900636031443e-20,0,9.04688671371833e-201,7868.11009349989,0,966.4866771494501,12
0,9.504516365180725e-20,0,2.1293116864001597e-202,12592.609221634546,0,653.4076191814845,13
0,5.187709877027088e-20,0,3.753899029605559e-200,13962.987955242397,0,4412.736654362556,14
0,2.1140451623291837e-20,0,9.833329761930707e-203,14519.578577419352,0,214.94493902870852,15
0,9.796667814533368e-20,0,4.875618745155599e-196,12194.04956902771,0,807.4658517951425,16
0,7.736759845732204e-20,0,5.5646740575599015e-199,20806.919122750343,0,4432.977240015409,17
0,1.2004754957588384e-20,0,3.898396460903824e-207,14670.327928868452,0,5330.739022701495,18
0,4.9485387898838557e-20,0,1.3038653954311182e-196,16084.877674884674,0,2968.317150259287,19
0,4.598090594835939e-20,0,1.413964415952722e-197,12560.557155638762,0,2443.4403852294927,20
0,1.9461437240885328e-20,0,5.908879955267251e-204,16788.426359976285,0,504.41811785706426,21
0,3.7495501376045455e-20,0,1.971913527221927e-199,11158.250818482946,0,3120.4231191359936,22
0,2.5944258105377854e-20,0,6.119209485548074e-198,16628.877842328387,0,3660.9534732757484,23
0,1.8085306136713664e-20,0,1.6958148761886765e-202,17664.108564840313,0,2639.243651647635,24
0,1.350797018841292e-19,0,5.394675824984838e-200,18165.93040705288,0,3763.5670514796348,25
0,5.191980898733511e-21,0,8.628794247437573e-200,16523.98972424614,0,7329.665468652819,26
0,3.2352417851961345e-20,0,5.93244192927676e-205,8653.039315345295,0,3218.0561298550238,27
0,2.6629184897214717e-19,0,1.2339316788708312e-194,13626.910071236694,0,5825.325694998951,28
0,2.7509935047648965e-20,0,9.935895741568614e-197,12541.883187362148,0,5502.102191462926,29
0,3.3863918326102315e-20,0,1.1619024497654729e-194,13354.00619380529,0,5709.796377976615,30
